Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
29701,Cube Stacker,XBL,09,Puzzle,Microsoft  ,FoomTown Game Studio  ,,,N/,N/,N/,N/,N/,07th Jun 09  ,
29702,Cube Tactics,3DS,14,Misc,Teyon Entertainment  ,Unknown  ,,,N/,N/,N/,N/,N/,13th Mar 14  ,
29703,Cube World,PC,19,Role-Playing,Picroma  ,Picroma  ,,,N/,N/,N/,N/,N/,30th Sep 19  ,21st Sep 19
29704,Cubesis,PC,14,Strategy,Wonderful Tree Studio  ,Wonderful Tree Studio  ,,,N/,N/,N/,N/,N/,20th Feb 14  ,
29705,Cubic Castles,PC,14,Adventure,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,13th Aug 14  ,
29706,Cubicle,XBL,11,Puzzle,Microsoft  ,Uberplex  ,,,N/,N/,N/,N/,N/,25th Aug 11  ,
29707,Cubism,XBL,09,Puzzle,Microsoft  ,JeppeN  ,,,N/,N/,N/,N/,N/,29th Dec 09  ,
29708,Cubit The Hardcore Platformer Robot,3DS,13,Misc,"505 Games US, Inc.  ",Unknown  ,,,N/,N/,N/,N/,N/,26th Dec 13  ,
29709,Cubix Classic,XBL,09,Puzzle,Microsoft  ,Raccoon456  ,,,N/,N/,N/,N/,N/,12th May 09  ,
29710,Cubix Robots for Everyone: Showdown,PS2,03,Action,3DO  ,Blitz Games  ,,,N/,N/,N/,N/,N/,02nd Jun 03  ,
29711,Cubix Robots for Everyone: Showdown,GBA,02,Action,3DO  ,Blitz Games  ,,,N/,N/,N/,N/,N/,02nd Aug 02  ,
29712,Cubix: Race 'N Robots,GB,01,Racing,3DO  ,Blitz Games  ,,,N/,N/,N/,N/,N/,13th Nov 01  ,
29713,Cubixx,PSN,10,Puzzle,Laughing Jackal  ,Laughing Jackal  ,,6.6  ,N/,N/,N/,N/,N/,08th Jun 10  ,
29714,Cubixx HD,PSN,11,Puzzle,Laughing Jackal  ,Laughing Jackal  ,,,N/,N/,N/,N/,N/,20th Sep 11  ,
29715,Cuboid,PSN,09,Puzzle,Sony Computer Entertainment  ,Creat Studios  ,,,N/,N/,N/,N/,N/,08th Jan 09  ,
29716,Culdcept,SAT,97,Strategy,NEC Interchannel   ,OmiyaSoft  ,,,N/,N/,N/,N/,N/,30th Oct 97  ,
29717,Culdcept Expansion,PS,99,Strategy,Media Factory  ,Media Factory  ,,,N/,N/,N/,N/,N/,01st May 99  ,
