Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
47401,Snatcher CD-ROMantic,PCE,92,Adventure,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,23rd Oct 92  ,
47402,Snatcher CD-ROMantic: Pilot Disk,PCE,92,Misc,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,07th Aug 92  ,
47403,Snax Lite (Cooking Arcade),XBL,09,Puzzle,Microsoft  ,Phased  ,,,N/,N/,N/,N/,N/,20th Feb 09  ,
47404,Sneak 'N Peek,2600,82,Action,Vidtec  ,US Games  ,,,N/,N/,N/,N/,N/,01st Jan 82  ,
47405,Sneak King,XB,06,Action,King Games  ,Blitz Games  ,,5.8  ,N/,N/,N/,N/,N/,19th Nov 06  ,
47406,Sneak King,X360,06,Action,King Games  ,King Games  ,,5.8  ,N/,N/,N/,N/,N/,19th Nov 06  ,
47407,Sneaky Snakes,GB,91,Platform,Tradewest  ,Rare Ltd.  ,,,N/,N/,N/,N/,N/,01st Jun 91  ,
47408,Sneezies,WW,11,Puzzle,Chillingo  ,Chillingo  ,,,N/,N/,N/,N/,N/,03rd Jan 11  ,
47409,Sneezies,DSiW,,Puzzle,Unknown  ,Chillingo  ,,,N/,N/,N/,N/,N/,,
47410,Sneezies,PSN,10,Puzzle,Chillingo  ,Chillingo  ,,,N/,N/,N/,N/,N/,04th May 10  ,
47411,Sniper Assault,PS2,07,Action,Phoenix Games  ,Phoenix Games  ,,,N/,N/,N/,N/,N/,20th Apr 07  ,
47412,Sniper Elite 4,PC,17,Shooter,Rebellion Developments  ,Rebellion Developments  ,,,N/,N/,N/,N/,N/,14th Feb 17  ,29th May 18
47413,Sniper Gallery,XBL,11,Shooter,Microsoft  ,BBQ Games  ,,,N/,N/,N/,N/,N/,01st Jul 11  ,
47414,Sniper: Ghost Warrior,XBL,11,Shooter,City Interactive  ,City Interactive  ,,4.3  ,N/,N/,N/,N/,N/,30th Aug 11  ,
47415,Sniper: Ghost Warrior 3,Wii,17,Shooter,City Interactive  ,City Interactive  ,,,N/,N/,N/,N/,N/,01st Jan 17  ,
47416,Sniper: Path of Vengeance,PC,02,Shooter,Xicat Interactive  ,Xicat Interactive  ,,,N/,N/,N/,N/,N/,17th Sep 02  ,
47417,SNK Arcade Classics 0,PSP,11,Misc,SNK Playmore  ,SNK Playmore Corporation  ,,,N/,N/,N/,N/,N/,21st Apr 11  ,
47418,SNK Arcade Classics 0,PSN,11,Misc,SNK Playmore  ,SNK Playmore Corporation  ,,,N/,N/,N/,N/,N/,21st Apr 11  ,
47419,SNK Arcade Classics Vol. 1,PSN,09,Misc,SNK  ,Terminal Reality  ,,,N/,N/,N/,N/,N/,30th Sep 09  ,
47420,Sno-Cross Championship Racing,DC,00,Racing,Crave Entertainment  ,UDS  ,,4.8  ,N/,N/,N/,N/,N/,30th Nov 00  ,
47421,Sno-Cross Championship Racing,PSN,08,Racing,Sony Computer Entertainment  ,UDS  ,,,N/,N/,N/,N/,N/,16th Oct 08  ,
47422,SnoCross 2: Featuring Blair Morgan,PS2,07,Sports,Crave Entertainment  ,Sensory Sweep  ,,,N/,N/,N/,N/,N/,07th Feb 07  ,
47423,Snoopy & The Red Baron,2600,83,Action,Atari  ,Atari  ,,,N/,N/,N/,N/,N/,01st Jan 83  ,
47424,Snoopy Concert,SNES,95,Action,Mitsui  ,Mitsui Fudosan  ,,,N/,N/,N/,N/,N/,19th May 95  ,
47425,Snoopy Flying Ace,XBL,10,Action,Microsoft  ,Smart Bomb Interactive  ,8.0  ,8.1  ,N/,N/,N/,N/,N/,02nd Jun 10  ,
47426,Snoopy no Aiken DS: Chitte Okitai Inu no Koto - Inu no Nouryoku - Anata no Shitsuke,DS,09,Misc,Hachikou Shouji  ,Hachikou Shouji  ,,,N/,N/,N/,N/,N/,15th Oct 09  ,
47427,Snoopy no Hajimete no Tsukai,GB,96,Puzzle,Kotobuki Systems  ,Kotobuki Systems  ,,,N/,N/,N/,N/,N/,21st Dec 96  ,
47428,Snoopy Tennis,GB,01,Sports,Infogrames  ,Mermaid Studios  ,,,N/,N/,N/,N/,N/,06th Apr 01  ,
47429,Snoopy to Issho ni DS Eigo Lesson,DS,07,Misc,Interchannel  ,Gakken  ,,,N/,N/,N/,N/,N/,15th Nov 07  ,
47430,Snoopy vs the Red Baron,PS2,06,Adventure,Namco Bandai  ,Smart Bomb Interactive  ,,,N/,N/,N/,N/,N/,24th Oct 06  ,
47431,Snoopy vs the Red Baron,PC,06,Adventure,Namco Bandai  ,Smart Bomb Interactive  ,,,N/,N/,N/,N/,N/,03rd Nov 06  ,
47432,Snoopy's Magic Show,GB,90,Puzzle,Kemco  ,Kemco  ,,,N/,N/,N/,N/,N/,01st Oct 90  ,
47433,Snoopy's Silly Sports Spectacular!,NES,90,Sports,Kemco  ,Kemco  ,,,N/,N/,N/,N/,N/,01st Apr 90  ,
47434,Snow,DC,03,Adventure,NEC Interchannel   ,NEC Interchannel  ,,,N/,N/,N/,N/,N/,25th Sep 03  ,
47435,Snow Bros.,GEN,93,Platform,Tengen  ,Toaplan  ,,,N/,N/,N/,N/,N/,28th May 93  ,
47436,Snow Brothers,GB,92,Platform,Capcom  ,Toaplan  ,,,N/,N/,N/,N/,N/,01st Jan 92  ,
47437,Snow Brothers,NES,91,Platform,Capcom  ,Sol  ,,,N/,N/,N/,N/,N/,01st Nov 91  ,
47438,Snow Drop,PC,01,Adventure,Peach Princess  ,Will  ,,,N/,N/,N/,N/,N/,07th May 01  ,
