Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
60301,Legend of Mana,NS,21,Role-Playing,Square Enix  ,Square Enix  ,,,N/,N/,N/,N/,N/,24th Jun 21  ,17th Feb 21
60302,Legend of Mana,PS4,,Role-Playing,Unknown  ,Square Enix  ,,,N/,N/,N/,N/,N/,,18th Feb 21
60303,Legend of Mana,PC,,Role-Playing,Unknown  ,Square Enix  ,,,N/,N/,N/,N/,N/,,18th Feb 21
60304,Legends of Runeterra,PC,20,Strategy,Riot Games  ,Riot Games  ,,,N/,N/,N/,N/,N/,30th Apr 20  ,09th Jan 20
60305,Legends of Runeterra,And,20,Strategy,Riot Games  ,Riot Games  ,,,N/,N/,N/,N/,N/,30th Apr 20  ,09th Jan 20
60306,Legends of Runeterra,iOS,20,Strategy,Riot Games  ,Riot Games  ,,,N/,N/,N/,N/,N/,30th Apr 20  ,09th Jan 20
60307,LEGO 2K Drive,XS,,Racing,Unknown  ,Visual Concepts  ,,,N/,N/,N/,N/,N/,,01st Apr 23
60308,LEGO 2K Drive,XOne,,Racing,Unknown  ,Visual Concepts  ,,,N/,N/,N/,N/,N/,,01st Apr 23
60309,LEGO 2K Drive,PS5,,Racing,Unknown  ,Visual Concepts  ,,,N/,N/,N/,N/,N/,,01st Apr 23
60310,LEGO 2K Drive,PS4,,Racing,Unknown  ,Visual Concepts  ,,,N/,N/,N/,N/,N/,,01st Apr 23
60311,LEGO 2K Drive,PC,,Racing,Unknown  ,Visual Concepts  ,,,N/,N/,N/,N/,N/,,01st Apr 23
60312,LEGO 2K Drive,NS,,Racing,Unknown  ,Visual Concepts  ,,,N/,N/,N/,N/,N/,,01st Apr 23
60313,LEGO Batman 2: DC Super Heroes,iOS,12,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,N/,N/,N/,N/,N/,19th Jun 12  ,02nd Jan 19
60314,LEGO Batman 2: DC Super Heroes,And,12,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,N/,N/,N/,N/,N/,19th Jun 12  ,02nd Jan 19
60315,LEGO Batman 2: DC Super Heroes,OSX,12,Action-Adventure,Feral Interactive  ,Traveller's Tales  ,,,N/,N/,N/,N/,N/,06th Sep 12  ,02nd Jan 19
60316,Lego Brawls,XS,,Fighting,Unknown  ,RED Games  ,,,N/,N/,N/,N/,N/,,06th May 22
60317,Lego Brawls,XOne,,Fighting,Unknown  ,RED Games  ,,,N/,N/,N/,N/,N/,,06th May 22
60318,Lego Brawls,PS5,,Fighting,Unknown  ,RED Games  ,,,N/,N/,N/,N/,N/,,06th May 22
60319,Lego Brawls,PS4,,Fighting,Unknown  ,RED Games  ,,,N/,N/,N/,N/,N/,,06th May 22
60320,Lego Brawls,PC,,Fighting,Unknown  ,RED Games  ,,,N/,N/,N/,N/,N/,,06th May 22
60321,Lego Brawls,NS,,Fighting,Unknown  ,RED Games  ,,,N/,N/,N/,N/,N/,,06th May 22
60322,Lego Bricktales,XS,,Puzzle,Unknown  ,ClockStone  ,,,N/,N/,N/,N/,N/,,27th Oct 22
60323,Lego Bricktales,XOne,,Puzzle,Unknown  ,ClockStone  ,,,N/,N/,N/,N/,N/,,27th Oct 22
60324,Lego Bricktales,PS5,,Puzzle,Unknown  ,ClockStone  ,,,N/,N/,N/,N/,N/,,27th Oct 22
60325,Lego Bricktales,PS4,,Puzzle,Unknown  ,ClockStone  ,,,N/,N/,N/,N/,N/,,27th Oct 22
60326,Lego Bricktales,PC,,Puzzle,Unknown  ,ClockStone  ,,,N/,N/,N/,N/,N/,,27th Oct 22
60327,Lego Bricktales,NS,,Puzzle,Unknown  ,ClockStone  ,,,N/,N/,N/,N/,N/,,27th Oct 22
60328,Lego Chess,PC,98,Sports,LEGO Media  ,Krisalis Software  ,,,N/,N/,N/,N/,N/,04th Feb 98  ,30th Dec 17
60329,LEGO DC Super-Villains,PC,,Action-Adventure,Unknown  ,Traveller's Tales  ,,,N/,N/,N/,N/,N/,,04th Jun 18
60330,Lego Fortnite,XS,,Action-Adventure,Unknown  ,Epic Games  ,,,N/,N/,N/,N/,N/,,12th Dec 23
60331,Lego Fortnite,XOne,,Action-Adventure,Unknown  ,Epic Games  ,,,N/,N/,N/,N/,N/,,12th Dec 23
60332,Lego Fortnite,PS5,,Action-Adventure,Unknown  ,Epic Games  ,,,N/,N/,N/,N/,N/,,12th Dec 23
60333,Lego Fortnite,PS4,,Action-Adventure,Unknown  ,Epic Games  ,,,N/,N/,N/,N/,N/,,12th Dec 23
60334,Lego Fortnite,PC,,Action-Adventure,Unknown  ,Epic Games  ,,,N/,N/,N/,N/,N/,,12th Dec 23
60335,Lego Fortnite,NS,,Action-Adventure,Unknown  ,Epic Games  ,,,N/,N/,N/,N/,N/,,12th Dec 23
