Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
6701,Pokémon Puzzle League,N64,00,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,,,N/,0.45,0.36,0.08,N/,01st Sep 00  ,
6702,Rampage World Tour,N64,98,Action,Midway Games  ,Saffire Corporation  ,,,N/,0.45,0.36,0.08,N/,30th Mar 98  ,
6703,Super Robot Wars: Original Generations,PS2,,Role-Playing,Unknown  ,Banpresto  ,,,0.45,N/,N/,N/,N/,,19th Nov 20
6704,Yakuza: Like a Dragon,PS4,20,Action-Adventure,Sega  ,Sega  ,8.5  ,,0.45,N/,N/,N/,N/,13th Nov 20  ,05th Nov 19
6705,PES 2009: Pro Evolution Soccer,Wii,09,Sports,Konami  ,Konami  ,,8.4  ,N/,0.45,0.09,0.26,0.05,17th Mar 09  ,
6706,Just Dance 4,PS3,12,Music,Ubisoft  ,Ubisoft  ,,,N/,0.45,0.26,0.11,N/,09th Oct 12  ,31st Jan 18
6707,Pirates of the Caribbean: At World's End,Wii,07,Action,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,,N/,0.45,0.39,0.02,0.01,22nd May 07  ,
6708,Brunswick Pro Bowling,X360,10,Sports,Crave Entertainment  ,FarSight Studios  ,,,N/,0.45,0.38,0.04,N/,07th Dec 10  ,
6709,Style Savvy: Styling Star,3DS,17,Simulation,Nintendo  ,syn Sophia  ,,8.5  ,N/,0.45,N/,0.29,0.14,25th Dec 17  ,05th Sep 18
6710,Tekken Advance,GBA,02,Fighting,Namco  ,Eighting / Raizing  ,,8.3  ,N/,0.45,0.32,0.12,N/,28th Jan 02  ,
6711,Shin Megami Tensei: Persona 3,PS2,07,Role-Playing,Atlus  ,Atlus Co.  ,,8.7  ,N/,0.45,0.22,0.03,N/,14th Aug 07  ,
