Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
64501,Subnautica: Below Zero,PC,,Action-Adventure,Unknown  ,Unknown Worlds Entertainment  ,,,N/,N/,N/,N/,N/,,30th Jul 21
64502,Subnautica: Below Zero,NS,,Action-Adventure,Unknown  ,Unknown Worlds Entertainment  ,,,N/,N/,N/,N/,N/,,30th Jul 21
64503,Subsurface Circular,NS,18,Puzzle,Ant Workshop  ,Mike Bithell Games  ,,,N/,N/,N/,N/,N/,01st Mar 18  ,18th Feb 18
64504,Sudoku Relax,NS,19,Puzzle,G-mode  ,G-mode  ,,,N/,N/,N/,N/,N/,18th Apr 19  ,20th Apr 19
64505,Sugar Girls,PC,,Puzzle,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,,12th Feb 24
64506,Suicide Squad: Kill the Justice League,PC,21,Shooter,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,N/,N/,N/,N/,N/,01st Dec 21  ,22nd Aug 20
64507,Suicide Squad: Kill the Justice League,PS5,21,Shooter,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,N/,N/,N/,N/,N/,01st Dec 21  ,22nd Aug 20
64508,Suicide Squad: Kill the Justice League,XS,21,Shooter,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,3.5  ,,N/,N/,N/,N/,N/,01st Dec 21  ,22nd Aug 20
64509,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,XS,,Role-Playing,Unknown  ,Konami  ,,,N/,N/,N/,N/,N/,,19th Feb 25
64510,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,XOne,,Role-Playing,Unknown  ,Konami  ,,,N/,N/,N/,N/,N/,,19th Feb 25
64511,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,PS5,,Role-Playing,Unknown  ,Konami  ,,,N/,N/,N/,N/,N/,,19th Feb 25
64512,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,PS4,,Role-Playing,Unknown  ,Konami  ,,,N/,N/,N/,N/,N/,,19th Feb 25
64513,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,PC,,Role-Playing,Unknown  ,Konami  ,,,N/,N/,N/,N/,N/,,19th Feb 25
64514,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,NS,25,Role-Playing,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,06th Mar 25  ,19th Feb 25
64515,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,NS2,25,Role-Playing,Konami Digital Entertainment  ,Konami  ,,,N/,N/,N/,N/,N/,05th Jun 25  ,10th Jun 25
64516,Suikoden II,PSN,14,Role-Playing,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,09th Dec 14  ,18th Jan 18
64517,Suki to Suki to de Sankaku Ren'ai,PSV,19,Visual Novel,Entergram  ,ASa Project  ,,,N/,N/,N/,N/,N/,24th Jan 19  ,03rd Feb 19
64518,Summer in Mara,NS,,Action-Adventure,Unknown  ,Chibig  ,,,N/,N/,N/,N/,N/,,21st Jan 19
64519,Summer in Mara,PS4,,Action-Adventure,Unknown  ,Chibig  ,,,N/,N/,N/,N/,N/,,21st Jan 19
64520,Summer in Mara,XOne,,Action-Adventure,Unknown  ,Chibig  ,4.0  ,,N/,N/,N/,N/,N/,,31st Jan 21
64521,Summer in Mara,PC,,Action-Adventure,Unknown  ,Chibig  ,,,N/,N/,N/,N/,N/,,31st Jan 21
64522,Summer Lesson: Hikari - Allison - Chisato 3 in 1 Game Pack,PS4,18,Misc,Bandai Namco Entertainment  ,Bandai Namco Games  ,,,N/,N/,N/,N/,N/,22nd Feb 18  ,20th Nov 18
64523,Summer Pockets,NS,19,Visual Novel,Prototype  ,Key  ,,,N/,N/,N/,N/,N/,20th Jun 19  ,26th Mar 19
64524,Summertime Madness,XS,,Puzzle,Unknown  ,DP Games  ,,,N/,N/,N/,N/,N/,,10th Dec 22
64525,Summertime Madness,XOne,,Puzzle,Unknown  ,DP Games  ,,,N/,N/,N/,N/,N/,,10th Dec 22
64526,Summertime Madness,PS5,,Puzzle,Unknown  ,DP Games  ,,,N/,N/,N/,N/,N/,,10th Dec 22
64527,Summertime Madness,PS4,,Puzzle,Unknown  ,DP Games  ,,,N/,N/,N/,N/,N/,,10th Dec 22
64528,Summertime Madness,PC,,Puzzle,Unknown  ,DP Games  ,,,N/,N/,N/,N/,N/,,10th Dec 22
64529,Summertime Madness,NS,,Puzzle,Unknown  ,DP Games  ,,,N/,N/,N/,N/,N/,,10th Dec 22
64530,Sundered,PC,,Action,Unknown  ,Thunder Lotus Games  ,,,N/,N/,N/,N/,N/,,06th Jan 18
