Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
46201,Sengoku Basara 3 Double Pack,PS3,12,Misc,Capcom  ,Unknown  ,,,N/,N/,N/,N/,N/,15th Mar 12  ,
46202,Sengoku Basara: Battle Heroes,PSN,10,Action,Capcom  ,Capcom  ,,,N/,N/,N/,N/,N/,09th Sep 10  ,
46203,Sengoku Blade: Sengoku Ace Episode II,SAT,96,Shooter,Atlus  ,Psikyo  ,,,N/,N/,N/,N/,N/,22nd Nov 96  ,
46204,Sengoku Denshou,SCD,93,Action,Sammy Corporation  ,Sammy Studios  ,,,N/,N/,N/,N/,N/,28th Dec 93  ,
46205,Sengoku Efuda Yuugi: Hototogisu Tairan,PSN,10,Strategy,Irem Software Engineering  ,Irem Software Engineering  ,,,N/,N/,N/,N/,N/,09th Sep 10  ,
46206,Sengoku Hime 2,PC,10,Adventure,Unicorn-A  ,Unicorn-A  ,,,N/,N/,N/,N/,N/,19th Feb 10  ,
46207,Sengoku Hime 2: Yoin no Otome Fuunijyozu,X360,10,Adventure,System Soft  ,Unicorn-A  ,,,N/,N/,N/,N/,N/,24th Jun 10  ,
46208,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PSV,,Misc,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,,
46209,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PC,,Misc,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,,
46210,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,PC,12,Misc,Unicorn-A  ,Unknown  ,,,N/,N/,N/,N/,N/,14th Dec 12  ,
46211,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,PSP,14,Misc,SystemSoft Alpha  ,Unknown  ,,,N/,N/,N/,N/,N/,23rd Jan 14  ,
