Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
29201,Conan,GC,05,Action,TDK Mediactive  ,Cauldron  ,,,N/,N/,N/,N/,N/,15th Apr 05  ,
29202,Conan,NES,91,Action,Mindscape  ,System 3  ,,,N/,N/,N/,N/,N/,01st Feb 91  ,
29203,Conan,PC,04,Action,TDK Mediactive  ,Cauldron  ,,,N/,N/,N/,N/,N/,08th Apr 04  ,
29204,Conan,PS2,04,Action,TDK Mediactive  ,Cauldron  ,,,N/,N/,N/,N/,N/,07th May 04  ,
29205,Conan,XB,04,Action,TDK Mediactive  ,Cauldron  ,,,N/,N/,N/,N/,N/,08th Apr 04  ,
29206,Conan,XBL,10,Action,THQ  ,Nihilistic Software  ,,,N/,N/,N/,N/,N/,13th Jul 10  ,
29207,Concentration,2600,78,Misc,Atari  ,Atari  ,,,N/,N/,N/,N/,N/,01st Jan 78  ,
29208,Concept Car Series 2010,XBL,,Racing,Unknown  ,Jujubee S.A.  ,,,N/,N/,N/,N/,N/,,
29209,Condemned: Criminal Origins,PC,06,Action,Sega  ,Monolith Productions  ,,,N/,N/,N/,N/,N/,11th Apr 06  ,
29210,Condor Attack,2600,83,Shooter,Unknown  ,Ultravision  ,,,N/,N/,N/,N/,N/,01st Jan 83  ,
29211,Conduit 3DS,3DS,,Shooter,Unknown  ,High Voltage Software  ,,,N/,N/,N/,N/,N/,,
29212,Confidential Mission,DC,01,Shooter,Sega  ,Hitmaker  ,,6.8  ,N/,N/,N/,N/,N/,14th May 01  ,
29213,Conflict,NES,90,Strategy,Victory Lap Games  ,Vic Tokai  ,,,N/,N/,N/,N/,N/,01st Mar 90  ,
29214,Conflict Zone,DC,01,Strategy,Ubisoft  ,MASA Group  ,,5.3  ,N/,N/,N/,N/,N/,15th Dec 01  ,
29215,Conflict Zone,PC,01,Strategy,Ubisoft  ,MASA Group  ,,,N/,N/,N/,N/,N/,06th Nov 01  ,
29216,Confuzion,PC,,Action,Unknown  ,Incentive Software Ltd.  ,,,N/,N/,N/,N/,N/,,
29217,Congo Bongo,5200,84,Action,Sega  ,Sega  ,,,N/,N/,N/,N/,N/,01st Jan 84  ,
29218,Congo Bongo,PC,83,Action,Sega  ,Sega  ,,,N/,N/,N/,N/,N/,01st Jan 83  ,
29219,Congo The Movie: Descent Into Zinj,PC,96,Adventure,Viacom  ,Viacom New Media  ,,,N/,N/,N/,N/,N/,01st Mar 96  ,
29220,Congo The Movie: The Lost City of Zinj,SAT,96,Shooter,Sega  ,Jumpin' Jack Software Inc.  ,,,N/,N/,N/,N/,N/,01st Jan 96  ,
29221,Congo's Caper,SNES,93,Platform,Data East  ,DE Act Team  ,,,N/,N/,N/,N/,N/,01st May 93  ,
29222,Coniclysm,PC,10,Shooter,ZoopTEK  ,ZoopTEK  ,,,N/,N/,N/,N/,N/,26th Mar 10  ,
29223,Conker's Pocket Tales,GB,99,Platform,Rare  ,Rare Ltd.  ,,,N/,N/,N/,N/,N/,08th Jun 99  ,
29224,Conquer Online,PC,04,Role-Playing,TQ Digital Entertainment  ,TQ Digital Entertainment  ,,,N/,N/,N/,N/,N/,14th Nov 04  ,
29225,Conqueror A.D. 1086,PC,95,Strategy,Sierra Online   ,Software Sorcery  ,,,N/,N/,N/,N/,N/,01st Jan 95  ,
29226,Conquest of the Crystal Palace,NES,90,Adventure,Asmik Corp  ,Quest Corporation  ,,,N/,N/,N/,N/,N/,01st Dec 90  ,
29227,Conquest of the New World,PC,96,Strategy,Interplay  ,"Quicksilver Software, Inc  ",,,N/,N/,N/,N/,N/,31st Mar 96  ,
29228,Conquest: Frontier Wars,PC,01,Strategy,Ubisoft  ,Fever Pitch Studios  ,,,N/,N/,N/,N/,N/,14th Aug 01  ,
29229,Conquests of Camelot: The Search for the Grail,PC,89,Adventure,Sierra Entertainment  ,"Sierra On-Line, Inc.  ",,,N/,N/,N/,N/,N/,01st Jan 89  ,
29230,Conquests of the Longbow: The Legend of Robin Hood,PC,91,Adventure,Sierra Entertainment  ,"Sierra On-Line, Inc.  ",,,N/,N/,N/,N/,N/,01st Jan 91  ,
29231,Console Info,XBL,10,Misc,Microsoft  ,Highbrow Games  ,,,N/,N/,N/,N/,N/,23rd Nov 10  ,
29232,CONSORTIUM,PC,14,Misc,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,08th Jan 14  ,
29233,Conspiracy: Weapons of Mass Destruction,PC,05,Shooter,Oxygen Interactive  ,Kuju Entertainment  ,,,N/,N/,N/,N/,N/,17th Jun 05  ,
29234,Conspiracy: Weapons of Mass Destruction,PS2,05,Shooter,Oxygen Interactive  ,Kuju Entertainment  ,,,N/,N/,N/,N/,N/,17th Jun 05  ,
29235,Conspiracy: Weapons of Mass Destruction,XB,05,Shooter,Oxygen Interactive  ,Kuju Entertainment  ,,,N/,N/,N/,N/,N/,12th Aug 05  ,
29236,Constant C,X360,14,Misc,"International Games System Co., Ltd  ",Unknown  ,,,N/,N/,N/,N/,N/,12th Mar 14  ,
29237,Constant C,PC,14,Misc,"International Games System Co., Ltd  ",Unknown  ,,,N/,N/,N/,N/,N/,12th Mar 14  ,
29238,Constantine,PC,05,Action,SCi  ,Bits Studios  ,,,N/,N/,N/,N/,N/,04th Mar 05  ,
29239,Constrictor,XBL,08,Misc,Microsoft  ,Osiris  ,,,N/,N/,N/,N/,N/,29th Dec 08  ,
29240,Construction Machines 2014,PC,14,Action,PlayWay  ,Unknown  ,,,N/,N/,N/,N/,N/,28th Mar 14  ,
29241,Constructor,PC,97,Strategy,Acclaim Entertainment  ,Acclaim  ,,,N/,N/,N/,N/,N/,01st Oct 97  ,
29242,Constructor,PS,98,Strategy,Acclaim Entertainment  ,Acclaim Entertainment  ,,,N/,N/,N/,N/,N/,01st Jan 98  ,
29243,Constructor,PSN,10,Strategy,System 3 Arcade Software  ,System 3  ,,,N/,N/,N/,N/,N/,14th Jan 10  ,
29244,Constructor360,XBL,09,Misc,Microsoft  ,Raccoon456  ,,,N/,N/,N/,N/,N/,05th Jun 09  ,
29245,Contagion,XBL,09,Action,Microsoft  ,Trailer Matze  ,,,N/,N/,N/,N/,N/,14th Aug 09  ,
29246,Contender,PS,98,Fighting,Sony Computer Entertainment  ,Victor Interactive Software  ,,,N/,N/,N/,N/,N/,31st Dec 98  ,
29247,continue?9876543210,Linux,14,Misc,Humansoft  ,Unknown  ,,,N/,N/,N/,N/,N/,03rd Jan 14  ,
29248,continue?9876543210,OSX,14,Misc,Humansoft  ,Unknown  ,,,N/,N/,N/,N/,N/,03rd Jan 14  ,
29249,continue?9876543210,PC,14,Misc,Humansoft  ,Unknown  ,,,N/,N/,N/,N/,N/,03rd Jan 14  ,
29250,Contra,NES,88,Shooter,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,01st Feb 88  ,
29251,Contra,XBL,06,Shooter,Konami  ,Digital Eclipse  ,,5.9  ,N/,N/,N/,N/,N/,08th Nov 06  ,
29252,Contra,VC,10,Shooter,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,02nd Feb 10  ,
29253,Contra Force,NES,92,Shooter,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,01st Sep 92  ,
29254,Contra III: The Alien Wars,VC,07,Shooter,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,29th Jan 07  ,
29255,Contra III: The Alien Wars,WiiU,14,Misc,Nintendo  ,Unknown  ,,,N/,N/,N/,N/,N/,09th Jan 14  ,
29256,Contra ReBirth,WW,09,Shooter,Konami  ,M2  ,7.8  ,8.1  ,N/,N/,N/,N/,N/,07th Sep 09  ,
29257,Contra Spirits 64,N64,,Shooter,Unknown  ,Konami Computer Entertainment Osaka  ,,,N/,N/,N/,N/,N/,,
29258,Contra: Hard Corps,GEN,94,Shooter,Konami  ,Konami  ,,,N/,N/,N/,N/,N/,14th Sep 94  ,
29259,Contra: Legacy of War,SAT,97,Shooter,Konami  ,Appaloosa Interactive  ,,,N/,N/,N/,N/,N/,01st Jan 97  ,
29260,Contra: The Alien Wars,GB,94,Shooter,Konami  ,Factor 5  ,,,N/,N/,N/,N/,N/,15th Jun 94  ,
29261,Contract Killer,And,11,Misc,Glu Mobile Inc.  ,Unknown  ,,,N/,N/,N/,N/,N/,24th Mar 11  ,
29262,Contract Killer 2,And,12,Misc,Glu Mobile Inc.  ,Unknown  ,,,N/,N/,N/,N/,N/,24th Oct 12  ,
29263,Contraption Maker,OSX,14,Puzzle,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,07th Jul 14  ,
29264,Contrast,PSV,14,Misc,Compulsion Games  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 14  ,
29265,Contrast,X360,13,Misc,Focus Home Interactive  ,Unknown  ,,,N/,N/,N/,N/,N/,15th Nov 13  ,
29266,Contrast,PS3,14,Misc,Compulsion Games  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 14  ,
29267,Contrast,PS4,13,Misc,Compulsion Games  ,Unknown  ,,,N/,N/,N/,N/,N/,15th Nov 13  ,
29268,Conveni Wars Barcode Battler Senki: Super Senshi Shutsugeki Seyo!,SNES,93,Strategy,Epoch  ,Epoch  ,,,N/,N/,N/,N/,N/,14th May 93  ,
29269,Convoy,PC,15,Strategy, Indietopia Games  ,Convoy Games  ,,,N/,N/,N/,N/,N/,21st Apr 15  ,
29270,"Cook, Serve, Delicious!",iOS,12,Simulation,Vertigo Gaming Inc.  ,Vertigo Gaming Inc.  ,,,N/,N/,N/,N/,N/,05th Oct 12  ,04th Apr 19
29271,Cookie Clickers,And,13,Misc,Riverhill Soft  ,Unknown  ,,,N/,N/,N/,N/,N/,24th Sep 13  ,
29272,Cookie Jam,And,14,Misc,SGN  ,Unknown  ,,,N/,N/,N/,N/,N/,26th Feb 14  ,
29273,Cookie Monster Munch,2600,83,Action,Atari  ,"Children's Computer Workshop, Inc.  ",,,N/,N/,N/,N/,N/,01st Jan 83  ,
29274,Cookies & Milk,And,14,Misc,ootii  ,Unknown  ,,,N/,N/,N/,N/,N/,04th Mar 14  ,
