Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
4501,Final Fantasy Anthology,PS,99,Role-Playing,Square EA  ,SquareSoft  ,,8.6  ,N/,0.80,0.45,0.30,N/,30th Sep 99  ,
4502,DiRT 2,X360,09,Racing,Codemasters  ,Codemasters  ,8.5  ,8.8  ,N/,0.80,0.32,0.39,0.00,08th Sep 09  ,
4503,Star Wars The Clone Wars: Republic Heroes,Wii,09,Action,LucasArts  ,Krome Studios  ,,4.8  ,N/,0.80,0.43,0.30,N/,06th Oct 09  ,
4504,The Sims 2: Pets,PSP,06,Simulation,Electronic Arts  ,Maxis  ,,5.8  ,N/,0.80,0.19,0.39,N/,14th Dec 06  ,
4505,Battlefield 2: Special Forces,PC,05,Shooter,Electronic Arts  ,Digital Illusions  ,,,0.80,N/,N/,N/,N/,21st Nov 05  ,
4506,Deer Hunter II: The Hunt Continues,All,98,Shooter,WizardWorks  ,Sunstorm Interactive  ,,,0.80,N/,N/,N/,N/,01st Oct 98  ,28th Sep 22
4507,Godzilla: Unleashed,All,07,Fighting,Atari  ,Pipeworks Software  ,,,0.80,N/,N/,N/,N/,20th Nov 07  ,14th Apr 21
4508,Half-Life: Blue Shift,PC,01,Shooter,Sierra Entertainment  ,Gearbox Software  ,,6.7  ,0.80,N/,N/,N/,N/,12th Jun 01  ,
4509,Imperialism,Series,97,Strategy,Strategic Simulations  ,Frog City Software  ,,,0.80,N/,N/,N/,N/,03rd Sep 97  ,13th Mar 21
4510,Inazuma Eleven: Victory Road,All,25,Role-Playing,Level 5  ,Level 5  ,,,0.80,N/,N/,N/,N/,13th Nov 25  ,20th Nov 25
4511,Little Big Adventure,Series,94,Action-Adventure,Electronic Arts  ,Adeline Software  ,,,0.80,N/,N/,N/,N/,01st Oct 94  ,30th Mar 21
4512,Mario Teaches Typing,PC,92,Misc,Interplay  ,Interplay  ,,,0.80,N/,N/,N/,N/,01st Jan 92  ,
4513,Microsoft Flight Simulator 1.0,PC,82,Simulation,Microsoft  ,Sublogic  ,,,0.80,N/,N/,N/,N/,01st Nov 82  ,
4514,NASCAR Racing 2,PC,96,Racing,Sierra Entertainment  ,Papyrus  ,,,0.80,N/,N/,N/,N/,30th Nov 96  ,
4515,Shellshock: Nam '67,All,04,Shooter,Eidos Interactive  ,Guerrilla Games  ,,,0.80,N/,N/,N/,N/,14th Sep 04  ,21st May 23
4516,Star Strike,Int,81,Shooter,Mattel Electronics  ,APh Technological Consulting  ,,,0.80,N/,N/,N/,N/,22nd Dec 81  ,13th Jan 18
4517,Tom Clancy's Ghost Recon Advanced Warfighter,X360,06,Shooter,Ubisoft  ,Ubisoft Paris  ,,9.1  ,0.80,N/,N/,N/,N/,09th Mar 06  ,
4518,Triangle Strategy,NS,22,Role-Playing,Nintendo  ,Square Enix  ,7.5  ,,0.80,N/,N/,N/,N/,04th Mar 22  ,08th Apr 22
4519,Yakuza 6: The Song of Life,PS4,18,Adventure,Sega  ,Sega  ,,,0.80,N/,N/,N/,N/,17th Apr 18  ,03rd Jan 18
4520,Zumba Fitness,Wii,10,Sports,Majesco  ,"Pipeworks Software, Inc.  ",,,0.80,N/,N/,N/,N/,18th Nov 10  ,
4521,Pro Evolution Soccer 2010,PSP,09,Sports,Konami  ,Konami  ,,,N/,0.80,0.09,0.33,0.20,10th Nov 09  ,
4522,Prince of Persia: Warrior Within,XB,04,Adventure,Ubisoft  ,Ubisoft Montreal  ,,,N/,0.80,0.48,0.28,N/,30th Nov 04  ,
4523,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,13,Sports,Nintendo  ,Sega Sports R&D  ,,5.9  ,N/,0.80,0.37,0.23,0.14,15th Nov 13  ,31st Jan 18
4524,Guitar Hero: Metallica,X360,09,Misc,Activision  ,Neversoft Entertainment  ,,8.5  ,N/,0.80,0.52,0.20,N/,29th Mar 09  ,
4525,Hasbro Family Game Night 3,Wii,10,Misc,Electronic Arts  ,EA Bright Light  ,,,N/,0.80,0.46,0.27,N/,26th Oct 10  ,
4526,The Amazing Spider-Man (2012),PS3,12,Action-Adventure,Activision  ,Beenox  ,,7.3  ,N/,0.80,0.31,0.36,N/,26th Jun 12  ,15th Mar 18
4527,Super Robot Taisen α,PS,00,Strategy,Banpresto  ,Banpresto  ,,,N/,0.80,N/,N/,0.75,25th May 00  ,
4528,WWE 2K15,PS3,14,Sports,2K Sports  ,Visual Concepts  ,,,N/,0.80,0.37,0.29,N/,28th Oct 14  ,06th Jan 18
4529,Need for Speed: Hot Pursuit 2,GC,02,Racing,Electronic Arts  ,EA Seattle  ,,7.5  ,N/,0.80,0.68,0.09,N/,01st Oct 02  ,
4530,PES 2009: Pro Evolution Soccer,PSP,08,Sports,Konami  ,Konami  ,,7.3  ,N/,0.80,0.04,0.33,0.26,11th Nov 08  ,
4531,Farming Simulator 17,PC,16,Simulation,Focus Home Interactive  ,Giants Software  ,,,0.80,N/,N/,N/,N/,25th Oct 16  ,06th Apr 18
4532,Capcom's Soccer Shootout,SNES,94,Sports,Capcom  ,Capcom  ,,,N/,0.80,N/,N/,0.80,01st Jun 94  ,
4533,Deadlight,PC,12,Action-Adventure,Microsoft Studios  ,Tequila Works  ,,,0.80,N/,N/,N/,N/,25th Oct 12  ,07th Feb 19
