Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
53501,Wipeout Pure,PSN,07,Racing,Sony Computer Entertainment  ,Studio Liverpool  ,,,N/,N/,N/,N/,N/,19th Nov 07  ,
53502,WipEout XL,PC,97,Racing,Psygnosis  ,Psygnosis  ,,7.1  ,N/,N/,N/,N/,N/,31st Jul 97  ,
53503,WipEout XL,PSN,70,Racing,Unknown  ,Psygnosis  ,,,N/,N/,N/,N/,N/,01st Jan 70  ,
53504,Wirehead,SCD,95,Adventure,Sega  ,The Code Monkeys  ,,,N/,N/,N/,N/,N/,01st Jan 95  ,
53505,Wishbringer,MSD,85,Misc,Infocom  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 85  ,
53506,Wishbringer,C64,85,Misc,Infocom  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 85  ,
53507,Wishbringer,AST,85,Misc,Infocom  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 85  ,
53508,Wishbringer,ApII,85,Misc,Infocom  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 85  ,
53509,Wishbringer,OSX,85,Misc,Infocom  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 85  ,
53510,Wishbringer,ACPC,86,Misc,Infocom  ,Infocom  ,,,N/,N/,N/,N/,N/,01st Jan 86  ,06th Jan 18
53511,Wishbringer,Amig,86,Misc,Infocom  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 86  ,
53512,WispLisp Array of List,XBL,11,Action,Microsoft  ,DK Alpla  ,,,N/,N/,N/,N/,N/,10th Aug 11  ,
53513,Witch and Hero,3DS,13,Misc,CIRCLE Entertainment  ,Unknown  ,,,N/,N/,N/,N/,N/,18th Apr 13  ,
53514,Witch's Curse 2,PC,11,Puzzle,Avanquest  ,Gogii Games  ,,,N/,N/,N/,N/,N/,28th Oct 11  ,
53515,Witches & Vampires: Ghost Pirates of Ashburry,DS,10,Adventure,DTP Entertainment  ,City Interactive  ,,,N/,N/,N/,N/,N/,29th Apr 10  ,
53516,With You: Mitsumeteitai,WS,01,Adventure,Cocktail Soft  ,Cocktail Soft  ,,,N/,N/,N/,N/,N/,25th Jan 01  ,
53517,With You: Mitsumeteitai,PC,98,Adventure,Cocktail Soft  ,Cocktail Soft  ,,,N/,N/,N/,N/,N/,11th Sep 98  ,
53518,With You: Mitsumeteitai,SAT,99,Adventure,NEC Interchannel   ,Stack  ,,,N/,N/,N/,N/,N/,29th Jul 99  ,
53519,Without Memory,PS4,17,Misc,Unknown  ,Unknown  ,,,N/,N/,N/,N/,N/,01st Jan 17  ,
