Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
12601,Sphinx and the Cursed Mummy,GC,03,Adventure,THQ  ,Eurocom Entertainment Software  ,,8.4  ,N/,0.14,0.11,0.03,N/,10th Nov 03  ,
12602,Cranium Kabookii,Wii,07,Misc,Ubisoft  ,Ubisoft Quebec  ,,,N/,0.14,0.13,0.00,N/,04th Dec 07  ,
12603,Cabela's Outdoor Adventures (2009),PS2,09,Sports,Activision  ,Activision  ,,,N/,0.14,0.07,0.05,N/,08th Sep 09  ,
12604,WWE 2K16,PC,16,Sports,2K Sports  ,Yuke's  ,,,0.14,N/,N/,N/,N/,10th Mar 16  ,11th Apr 18
12605,South Park: The Fractured But Whole,NS,18,Role-Playing,Ubisoft  ,Ubisoft San Francisco  ,,9.5  ,N/,0.14,0.08,0.05,N/,24th Apr 18  ,06th Apr 18
12606,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,99,Adventure,Sunsoft  ,SunSoft  ,,,N/,0.14,0.08,0.05,N/,31st Mar 99  ,
12607,The Lord of the Rings: Aragorn's Quest,PSP,10,Action,Warner Bros. Interactive  ,TT Fusion  ,,,N/,0.14,0.09,0.03,N/,14th Sep 10  ,
12608,Risen 2: Dark Waters,X360,12,Role-Playing,Deep Silver  ,Piranha Bytes  ,,5.5  ,N/,0.14,0.05,0.08,N/,31st Jul 12  ,03rd Jan 18
12609,Heckabomb,PC,15,Shooter,Kiss  ,Allicorn Games  ,,,0.14,N/,N/,N/,N/,27th Feb 15  ,22nd Apr 19
12610,Naruto RPG 2: Chidori vs Rasengan,DS,05,Role-Playing,Tomy Corporation  ,Tomy Corporation  ,,,N/,0.14,N/,N/,0.14,14th Jul 05  ,
12611,RoboMatch,PC,17,Role-Playing,Lasta Dan Publisher  ,Anti-Ded GameDev  ,,,0.14,N/,N/,N/,N/,06th Mar 17  ,22nd Apr 19
12612,Nicktoons MLB,Wii,11,Sports,2K Sports  ,2K Sports  ,,,N/,0.14,0.13,N/,N/,13th Sep 11  ,
12613,TRINITY: Souls of Zill O'll,PS3,11,Role-Playing,Tecmo Koei  ,Omega Force  ,,5.5  ,N/,0.14,0.06,0.03,0.03,08th Feb 11  ,
12614,Ys I & II Chronicles+,PC,13,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,,0.14,N/,N/,N/,N/,14th Feb 13  ,22nd Apr 19
12615,Dungeon Defenders Eternity,PC,14,Action,Trendy Entertainment  ,Nom Nom Games  ,,,0.14,N/,N/,N/,N/,22nd Jul 14  ,22nd Apr 19
12616,Horse Life Adventures,Wii,09,Simulation,Valcon Games  ,NEKO Entertainment Yullaby  ,,,N/,0.14,0.12,0.01,N/,27th Oct 09  ,
12617,Destruction Derby Raw,PS,00,Racing,Midway Games  ,Studio 33  ,,,N/,0.14,0.08,0.05,N/,26th Sep 00  ,
12618,Project V6,PS,98,Strategy,General Entertainment  ,General Entertainment  ,,,N/,0.14,N/,N/,0.13,26th Feb 98  ,
12619,Adventure Time: Finn & Jake Investigations,PS4,15,Action,Little Orbit  ,Vicious Cycle  ,,,N/,0.14,0.07,0.05,N/,20th Oct 15  ,17th Mar 18
12620,The Walking Dead: Season Two,XOne,14,Misc,Telltale Games  ,Unknown  ,,,N/,0.14,0.08,0.05,N/,21st Oct 14  ,
12621,World Tour Soccer 2003,PS2,03,Sports,Sony Computer Entertainment  ,SCEE London Studio  ,,,N/,0.14,0.07,0.05,N/,10th Feb 03  ,03rd Dec 18
12622,Akiba's Trip,PSP,11,Adventure,Acquire  ,PROPE  ,,,N/,0.14,N/,N/,0.14,19th May 11  ,
12623,Virtua Tennis 4,Wii,11,Sports,Sega  ,Sega-AM2  ,6.8  ,5.2  ,N/,0.14,0.05,0.08,N/,10th May 11  ,
12624,Bravo Air Race,PS,97,Racing,THQ  ,Xing Entertainment  ,,5.3  ,N/,0.14,0.08,0.05,N/,30th Sep 97  ,
12625,Onimusha Essentials,PS2,08,Action,Capcom  ,Capcom  ,,,N/,0.14,0.07,0.05,N/,13th Nov 08  ,
12626,Gundam: The Battle Master,PS,97,Fighting,Bandai  ,Bandai  ,,,N/,0.14,N/,N/,0.13,20th Jun 97  ,
