Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
17801,Millipede / Super Breakout / Lunar Lander,GBA,05,Misc,DSI Games  ,Gravity-I  ,,,N/,0.04,0.03,0.01,N/,15th Aug 05  ,
17802,Disney's Donald Duck: Goin' Quackers,GC,02,Platform,Ubisoft  ,Ubisoft Montreal  ,,,N/,0.04,0.03,0.01,N/,25th Mar 02  ,
17803,World Trigger: Borderless Mission,PSV,15,Action,Namco Bandai Games  ,ArtDink  ,,,N/,0.04,N/,N/,0.04,17th Sep 15  ,22nd Sep 18
17804,Assault Rigs,PS,96,Action,Psygnosis  ,Psygnosis  ,,,N/,0.04,0.02,0.02,N/,01st Feb 96  ,
17805,Wolfenstein,PC,09,Shooter,Activision  ,Raven Software  ,7.6  ,6.5  ,N/,0.04,0.01,0.03,N/,18th Aug 09  ,
17806,Candace Kane's Candy Factory,DS,08,Action,Destineer  ,Destineer  ,,,N/,0.04,0.04,N/,N/,22nd Dec 08  ,
17807,Sushi Go-Round,DS,10,Simulation,SouthPeak Interactive  ,Asylum Entertainment  ,,,N/,0.04,0.04,N/,N/,30th Mar 10  ,
17808,Company of Heroes,PC,06,Strategy,THQ  ,Relic  ,,9.4  ,N/,0.04,N/,0.04,N/,13th Sep 06  ,
17809,Yes! PreCure 5,DS,07,Action,Namco Bandai  ,Bandai Namco Games  ,,,N/,0.04,N/,N/,0.04,29th Nov 07  ,
17810,Deer Hunter Reloaded,PS4,17,Shooter,GameMill Entertainment  ,GameMill  ,,,N/,0.04,0.04,N/,N/,24th Oct 17  ,
17811,Trine 2: Director's Cut,WiiU,12,Platform,Frozenbyte  ,Frozenbyte  ,,7.8  ,N/,0.04,N/,0.04,N/,18th Nov 12  ,28th Aug 18
17812,World Championship Spelling,DS,10,Misc,505 Games  ,505 Games  ,,,N/,0.04,0.04,N/,N/,30th Mar 10  ,
17813,Enemy Front,X360,14,Shooter,City Interactive  ,City Interactive  ,,,N/,0.04,0.02,0.03,N/,10th Jun 14  ,03rd Jan 19
17814,Supreme Commander,PC,07,Strategy,THQ  ,Gas Powered Games  ,,8.7  ,N/,0.04,N/,0.04,N/,20th Feb 07  ,
17815,Fantastic Four: Rise of the Silver Surfer,DS,07,Action,2K Games  ,7 Studios  ,,,N/,0.04,0.04,0.00,N/,15th Jun 07  ,
17816,Operation Flashpoint: Elite,XB,05,Shooter,Codemasters  ,Bohemia Interactive  ,,,N/,0.04,0.03,0.01,N/,08th Nov 05  ,
17817,That's You!,PS4,17,Party,Sony Interactive Entertainment  ,Wish Studio  ,,,N/,0.04,0.04,N/,N/,24th Oct 17  ,08th Apr 18
