Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
39401,Mass Effect 2: Overlord,PC,10,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,8.8  ,N/,N/,N/,N/,N/,15th Jun 10  ,
39402,Mass Effect 2: The Arrival,PSN,11,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,7.0  ,N/,N/,N/,N/,N/,28th Mar 11  ,
39403,Mass Effect 2: The Arrival,XBL,11,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,6.5  ,N/,N/,N/,N/,N/,29th Mar 11  ,
39404,Mass Effect 2: The Arrival,PC,11,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,6.5  ,N/,N/,N/,N/,N/,29th Mar 11  ,
39405,Mass Effect 2: The Price of Revenge,PC,10,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,,N/,N/,N/,N/,N/,27th Jan 10  ,
39406,Mass Effect 2: The Price of Revenge,XBL,10,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,,N/,N/,N/,N/,N/,27th Jan 10  ,
39407,Mass Effect: Bring Down The Sky,XBL,08,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,5.0  ,N/,N/,N/,N/,N/,10th Mar 08  ,
39408,Mass Effect: Bring Down the Sky,PC,08,Role-Playing,Electronic Arts  ,Demiurge Studios  ,,,N/,N/,N/,N/,N/,29th Jul 08  ,
39409,Mass Effect: Infiltrator,And,12,Shooter,Electronic Arts  ,Iron Monkey  ,,,N/,N/,N/,N/,N/,22nd May 12  ,
39410,Mass Effect: Pinnacle Station,XBL,09,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,,4.5  ,N/,N/,N/,N/,N/,25th Aug 09  ,
39411,Mass Effect: Pinnacle Station,PC,09,Role-Playing,Electronic Arts  ,Demiurge Studios  ,,,N/,N/,N/,N/,N/,25th Aug 09  ,
39412,Massive Assault,PC,03,Strategy,Matrix Games   ,Wargaming.net  ,,,N/,N/,N/,N/,N/,28th Oct 03  ,
39413,Massive Assault Network,PC,04,Strategy,Wargaming.net  ,Wargaming.net  ,,,N/,N/,N/,N/,N/,13th Apr 04  ,
39414,Massive Assault Network 2,PC,06,Strategy,Wargaming.net  ,Wargaming.net  ,,,N/,N/,N/,N/,N/,01st Jan 06  ,
39415,Massive Assault: Phantom Renaissance,PC,,Strategy,Unknown  ,Wargaming.net  ,,,N/,N/,N/,N/,N/,,
39416,Massive Chalice,OSX,14,Misc,Double Fine Productions  ,Unknown  ,,,N/,N/,N/,N/,N/,11th Nov 14  ,
39417,Master Builder,2600,83,Action,Spectravision  ,Spectravision  ,,,N/,N/,N/,N/,N/,01st Jan 83  ,
39418,Master Games 1,MS,93,Misc,Sega  ,Sega  ,,,N/,N/,N/,N/,N/,01st Jan 93  ,
39419,Master Karateka,GB,89,Action,Bandai  ,Bandai Shinsei  ,,,N/,N/,N/,N/,N/,28th Dec 89  ,
39420,Master Levels for Doom II,PC,95,Shooter,id Software  ,id Software  ,,,N/,N/,N/,N/,N/,01st Jun 95  ,
39421,Master of Darkness,MS,92,Platform,Sega  ,Sega  ,,,N/,N/,N/,N/,N/,01st Jan 92  ,
39422,Master of Illusion Express: Deep Psyche,DSiW,09,Misc,Nintendo  ,Nintendo  ,,,N/,N/,N/,N/,N/,20th Apr 09  ,
39423,Master of Illusion Express: Funny Face,DSiW,09,Misc,Nintendo  ,Nintendo  ,,,N/,N/,N/,N/,N/,05th Apr 09  ,
39424,Master of Illusion Express: Matchmaker,DSiW,09,Misc,Nintendo  ,Nintendo  ,,,N/,N/,N/,N/,N/,14th Dec 09  ,
39425,Master of Illusion Express: Mind Probe,DSiW,09,Misc,Nintendo  ,Nintendo  ,,,N/,N/,N/,N/,N/,30th Nov 09  ,
39426,Master of Illusion Express: Psychic Camera,DSiW,09,Misc,Nintendo  ,Nintendo  ,,,N/,N/,N/,N/,N/,28th Dec 09  ,
39427,Master of Illusion Express: Shuffle Games,DSiW,09,Misc,Nintendo  ,Nintendo  ,,,N/,N/,N/,N/,N/,13th Apr 09  ,
39428,Master of Magic,PC,94,Strategy,Microprose  ,SimTex  ,,,N/,N/,N/,N/,N/,01st Jan 94  ,
39429,Master of Monsters,GEN,91,Strategy,Renovation  ,Opera House  ,,,N/,N/,N/,N/,N/,01st Jan 91  ,
39430,Master of Orion 1+2,PC,96,Strategy,Atari  ,SimTex  ,,,N/,N/,N/,N/,N/,22nd Nov 96  ,
39431,Master of Orion II: Battle at Antares,PC,96,Strategy,Microprose  ,SimTex  ,,,N/,N/,N/,N/,N/,01st Jan 96  ,
39432,Master of Orion III,PC,03,Strategy,Atari  ,"Quicksilver Software, Inc  ",,,N/,N/,N/,N/,N/,25th Feb 03  ,
39433,Master of Weapon,GEN,91,Shooter,Taito  ,Taito Corporation  ,,,N/,N/,N/,N/,N/,27th Sep 91  ,
39434,Master Rallye,PC,02,Racing,Microids  ,Steel Monkeys  ,,,N/,N/,N/,N/,N/,17th Apr 02  ,
39435,Master Reboot,OSX,13,Misc,Wales Interactive Ltd.  ,Unknown  ,,,N/,N/,N/,N/,N/,20th Nov 13  ,
39436,Master Reboot,PC,13,Misc,Wales Interactive Ltd.  ,Unknown  ,,,N/,N/,N/,N/,N/,29th Oct 13  ,
39437,Master Reboot,PS3,14,Misc,Wales Interactive Ltd.  ,Unknown  ,,,N/,N/,N/,N/,N/,04th Mar 14  ,
39438,Master Reboot,WiiU,14,Adventure,Wales Interactive Ltd.  ,Wales Interactive Ltd.  ,,,N/,N/,N/,N/,N/,24th Jul 14  ,10th Apr 18
39439,Masters Harukanaru Augusta 3,3DO,94,Sports,T&E Soft  ,Tikipod  ,,,N/,N/,N/,N/,N/,09th Jul 94  ,
