Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
4701,WWE SmackDown vs. Raw 2009,PSP,08,Fighting,THQ  ,Yuke's Media Creations  ,,7.9  ,N/,0.75,0.41,0.20,N/,09th Nov 08  ,
4702,Disney Infinity 2.0: Marvel Super Heroes,PS4,14,Action-Adventure,Disney Interactive Studios  ,Avalanche Software  ,,8.0  ,N/,0.75,0.37,0.25,N/,23rd Sep 14  ,06th Feb 18
4703,Kane & Lynch: Dead Men,PS3,07,Shooter,Eidos Interactive  ,IO Interactive  ,,6.8  ,N/,0.75,0.29,0.32,0.01,13th Nov 07  ,
4704,Deer Drive,Wii,09,Sports,Mastiff  ,SCS Software  ,,,N/,0.75,0.66,0.04,N/,20th Jan 09  ,
4705,Pro Evolution Soccer 2017,PS4,16,Sports,Konami Digital Entertainment  ,PES Productions  ,,,N/,0.75,0.08,0.41,0.18,13th Sep 16  ,14th Apr 18
4706,Shark Tale,PS2,04,Action,Activision  ,Edge of Reality  ,,,N/,0.75,0.37,0.29,N/,27th Sep 04  ,
4707,Broken Sword II: The Smoking Mirror,All,97,Adventure,Virgin Interactive  ,Revolution Software  ,,,0.75,N/,N/,N/,N/,17th Oct 97  ,03rd Mar 21
4708,Grand Prix 2,PC,96,Racing,Microprose  ,MicroProse  ,,,0.75,N/,N/,N/,N/,30th Aug 96  ,
4709,IHRA Drag Racing,All,01,Racing,Bethesda Softworks  ,Digital Dialect  ,,,0.75,N/,N/,N/,N/,01st Jan 01  ,07th Apr 22
4710,Leisure Suit Larry: Love for Sail!,All,96,Adventure,Sierra Online   ,Sierra On-Line  ,,,0.75,N/,N/,N/,N/,26th Nov 96  ,07th Apr 21
4711,Prince of Persia 2: The Shadow and the Flame,All,93,Platform,Ubisoft  ,Broderbund  ,,,0.75,N/,N/,N/,N/,01st Jan 93  ,26th Nov 20
4712,Sacred 2: Fallen Angel,All,08,Role-Playing,Deep Silver  ,Ascaron  ,,,0.75,N/,N/,N/,N/,11th Nov 08  ,21st Apr 21
4713,San Francisco Rush: Extreme Racing,N64,97,Racing,Midway Games  ,Atari Games  ,,,N/,0.75,0.63,0.11,N/,08th Nov 97  ,
4714,Sewer Shark,All,92,Shooter,Sony Imagesoft  ,Digital Pictures  ,,,0.75,N/,N/,N/,N/,15th Oct 92  ,01st Oct 22
4715,Super Street Fighter IV,X360,10,Fighting,Capcom  ,Capcom / Dimps Corporation  ,,9.2  ,0.75,N/,N/,N/,N/,27th Apr 10  ,
4716,The Fifth Element,All,98,Action-Adventure,Activision  ,Kalisto Entertainment  ,,,0.75,N/,N/,N/,N/,30th Sep 98  ,05th Jun 23
4717,Wizards & Warriors,NES,87,Platform,Acclaim Entertainment  ,Rare Ltd.  ,,,0.75,N/,N/,N/,N/,01st Dec 87  ,
4718,Zone of the Enders,PS2,01,Simulation,Konami  ,Konami Computer Entertainment Japan  ,,7.5  ,N/,0.75,0.30,0.24,0.13,26th Mar 01  ,
4719,Raving Rabbids: Travel in Time,Wii,10,Adventure,Ubisoft  ,Ubisoft Paris  ,,,N/,0.75,0.21,0.46,N/,21st Nov 10  ,
4720,Borderlands: The Pre-Sequel,X360,14,Misc,2K Games  ,Unknown  ,,,N/,0.75,0.48,0.19,0.01,14th Oct 14  ,
4721,Rock Band 4,XOne,15,Music,Harmonix Music Systems  ,Harmonix Music Systems  ,,,N/,0.75,0.62,0.05,N/,06th Oct 15  ,23rd May 18
4722,Street Fighter EX Plus Alpha,PS,97,Fighting,Capcom  ,Arika  ,,,N/,0.75,0.28,0.19,0.23,30th Sep 97  ,
4723,Coded Arms,PSP,05,Shooter,Konami  ,Konami  ,,6.1  ,N/,0.75,0.28,0.29,N/,06th Jul 05  ,
4724,FIFA 19,NS,18,Sports,Electronic Arts  ,EA Sports  ,,5.9  ,N/,0.75,0.18,0.47,0.06,28th Sep 18  ,12th Sep 18
4725,Need for Speed: Shift,PSP,09,Racing,Electronic Arts  ,Slightly Mad Studios  ,,,N/,0.75,0.16,0.38,0.01,15th Sep 09  ,
4726,Tony Hawk's Underground 2,XB,04,Sports,Activision  ,Neversoft Entertainment  ,,,N/,0.75,0.48,0.24,N/,04th Oct 04  ,
4727,Madden NFL 06,PSP,05,Sports,EA Sports  ,EA Tiburon  ,,7.9  ,N/,0.75,0.69,0.00,N/,20th Sep 05  ,
4728,Skylanders: Trap Team,WiiU,14,Action-Adventure,Activision  ,Toys for Bob  ,,,N/,0.75,0.42,0.26,N/,05th Oct 14  ,29th Jan 18
4729,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,01,Fighting,Capcom  ,Capcom  ,,7.9  ,N/,0.75,0.22,0.17,0.30,06th Nov 01  ,
4730,MVP 06 NCAA Baseball,PS2,06,Sports,EA Sports  ,EA Canada  ,,,N/,0.75,0.62,0.02,N/,18th Jan 06  ,
4731,Just Dance 2015,WiiU,14,Music,Ubisoft  ,Ubisoft Paris  ,,,N/,0.75,0.40,0.29,N/,21st Oct 14  ,03rd Apr 18
4732,Tom Clancy's Rainbow Six: Vegas,PSP,07,Shooter,Ubisoft  ,Ubisoft Montreal  ,,5.8  ,N/,0.75,0.42,0.20,N/,12th Jun 07  ,
4733,The Lord of the Rings: Conquest,PS3,09,Action,Electronic Arts  ,Pandemic Studios  ,,5.8  ,N/,0.75,0.38,0.26,N/,13th Jan 09  ,
4734,Spectrobes,DS,07,Role-Playing,Disney Interactive Studios  ,Jupiter Corporation  ,,6.2  ,N/,0.75,0.66,0.03,N/,06th Mar 07  ,
4735,Turok,X360,08,Shooter,Touchstone  ,Propaganda Games  ,,6.6  ,N/,0.75,0.46,0.20,0.01,05th Feb 08  ,
4736,Jump Ultimate Stars,DS,06,Fighting,Nintendo  ,Ganbarion  ,,,N/,0.74,N/,N/,0.74,23rd Nov 06  ,
4737,Jampack Summer 2001,PS2,01,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,N/,0.74,0.36,0.28,N/,11th Jul 01  ,
4738,Mortal Kombat: Unchained,PSP,06,Fighting,Midway Games  ,JGI Entertainment  ,,7.0  ,N/,0.74,0.67,0.01,N/,15th Nov 06  ,
4739,Burnout,PS2,01,Racing,Acclaim Entertainment  ,Criterion Games  ,,,N/,0.74,0.36,0.28,N/,01st Nov 01  ,
4740,Deponia,PC,12,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,8.0  ,,0.74,N/,N/,N/,N/,27th Jan 12  ,
4741,Ace Combat: Assault Horizon,PS3,11,Action,Namco Bandai  ,Project ACES  ,5.0  ,7.5  ,N/,0.74,0.30,0.16,0.22,11th Oct 11  ,
4742,The Godfather II,PS3,09,Adventure,Electronic Arts  ,EA Redwood Shores  ,8.2  ,6.4  ,N/,0.74,0.41,0.21,0.01,07th Apr 09  ,
4743,Lords of the Fallen,PC,14,Role-Playing,Namco Bandai Games  ,DECK13 Interactive  ,,,0.74,N/,N/,N/,N/,28th Oct 14  ,10th May 18
4744,Sniper Elite III,PS4,14,Shooter,505 Games  ,Rebellion Developments  ,,,N/,0.74,0.25,0.37,N/,01st Jul 14  ,22nd Sep 18
4745,Sega Superstars Tennis,DS,08,Sports,Sega  ,Sumo Digital  ,,6.2  ,N/,0.74,0.29,0.37,N/,18th Mar 08  ,
4746,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,03,Misc,Konami  ,Konami  ,,,N/,0.74,0.42,0.16,0.15,12th Feb 03  ,
4747,Red Faction: Guerrilla,PS3,09,Shooter,THQ  ,Volition Inc.  ,,8.6  ,N/,0.74,0.33,0.27,0.02,02nd Jun 09  ,
4748,The Evil Within,PC,14,Misc,Bethesda Softworks  ,Tango Gameworks  ,,5.5  ,0.74,N/,N/,N/,N/,14th Oct 14  ,13th Mar 18
4749,Midnight Club 3: DUB Edition,XB,05,Racing,Rockstar Games  ,Rockstar San Diego  ,,,N/,0.74,0.61,0.10,N/,11th Apr 05  ,
4750,Super Street Fighter IV: Arcade Edition,PS3,11,Fighting,Capcom  ,Capcom / Dimps Corporation  ,,8.1  ,0.74,N/,N/,N/,N/,28th Jun 11  ,
4751,X-Men Origins: Wolverine - Uncaged Edition,PS3,09,Action,Activision  ,Raven Software  ,6.2  ,7.0  ,N/,0.74,0.31,0.31,N/,01st May 09  ,
4752,Madagascar: Escape 2 Africa,DS,08,Action,Activision  ,Griptonite Games  ,,,N/,0.74,0.41,0.25,N/,04th Nov 08  ,
4753,The Lord of the Rings: The Two Towers,GBA,02,Action,Electronic Arts  ,Griptonite Games  ,,,N/,0.74,0.53,0.20,N/,11th Nov 02  ,
4754,Tiger Woods PGA Tour 2001,PS2,01,Sports,EA Sports  ,Stormfront Studios  ,,,N/,0.74,0.36,0.28,N/,26th Feb 01  ,
4755,Need for Speed (2015),XOne,15,Racing,Electronic Arts  ,Ghost Games  ,,6.7  ,N/,0.74,0.35,0.33,N/,03rd Nov 15  ,03rd Apr 18
4756,Jet Moto 3,PS,99,Racing,Sony Computer Entertainment  ,Pacific Coast Power & Light  ,,,N/,0.74,0.41,0.28,N/,31st Aug 99  ,
