Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
29301,Corfu X,PC,11,Simulation,Aerosoft  ,Aerosoft  ,,,N/,N/,N/,N/,N/,25th Nov 11  ,
29302,Coronation Street,DS,,Puzzle,Unknown  ,Mindscape Inc.  ,,,N/,N/,N/,N/,N/,,
29303,Coropata,DS,09,Puzzle,LukPlus  ,LukPlus  ,,,N/,N/,N/,N/,N/,24th Dec 09  ,
29304,Corpse Killer,3DO,94,Shooter,Acclaim Entertainment  ,Digital Pictures  ,,,N/,N/,N/,N/,N/,01st Jan 94  ,
29305,Corpse Killer,SCD,94,Shooter,Digital Pictures  ,Digital Pictures  ,,,N/,N/,N/,N/,N/,01st Jan 94  ,
29306,Corpse Killer: Graveyard Edition,SAT,95,Shooter,Digital Pictures  ,Digital Pictures  ,,,N/,N/,N/,N/,N/,01st Jan 95  ,
29307,Corrupted,XBL,11,Action,Microsoft  ,OnlyLuck  ,,,N/,N/,N/,N/,N/,21st Jan 11  ,
29308,Corsair,XBL,09,Shooter,Microsoft  ,Centurion Games  ,,,N/,N/,N/,N/,N/,20th Feb 09  ,
29309,Cortex Command,PC,10,Platform,Unknown  ,Data Realms  ,,,N/,N/,N/,N/,N/,01st Jan 10  ,
29310,Corum Online,PC,07,Role-Playing,"Gala-Net, Inc.  ",NetTimeSoft  ,,,N/,N/,N/,N/,N/,15th Feb 07  ,
29311,Corvette,PC,03,Racing,TDK Mediactive  ,Steel Monkeys  ,,,N/,N/,N/,N/,N/,10th Dec 03  ,
29312,Corvette Evolution GT,PS2,06,Racing,Valcon Games  ,MileStone Inc.  ,,,N/,N/,N/,N/,N/,11th Oct 06  ,
29313,Coryoon,PCE,91,Shooter,Naxat Soft  ,Naxat Soft  ,,,N/,N/,N/,N/,N/,29th Nov 91  ,
29314,Cosmetic * Paradise: Princess Life,DS,11,Simulation,Global A Entertainment  ,Global A Entertainment  ,,,N/,N/,N/,N/,N/,14th Apr 11  ,
29315,Cosmetic Paradise: Kirei no Mahou,DS,10,Misc,Global A Entertainment  ,Global A Entertainment  ,,,N/,N/,N/,N/,N/,29th Apr 10  ,
29316,Cosmic Commuter,2600,84,Action,Activision  ,Activision  ,,,N/,N/,N/,N/,N/,09th Nov 84  ,
29317,Cosmic Corridor,2600,84,Action,Unknown  ,Zimag  ,,,N/,N/,N/,N/,N/,01st Jan 84  ,
29318,Cosmic Creeps,2600,82,Action,Unknown  ,Telesys  ,,,N/,N/,N/,N/,N/,01st Jan 82  ,
29319,Cosmic Fantasy 2,PCE,92,Role-Playing,Working Designs  ,Laser Soft  ,,,N/,N/,N/,N/,N/,01st Jan 92  ,
29320,Cosmic Fantasy 3: Bouken Shounen Rei,PCE,92,Role-Playing,Nippon Telenet  ,Laser Soft  ,,,N/,N/,N/,N/,N/,25th Sep 92  ,
29321,Cosmic Fantasy 4: Ginga Shounen Densetsu (Gekitouhen),PCE,94,Role-Playing,Nippon Telenet  ,Open Sesame  ,,,N/,N/,N/,N/,N/,25th Nov 94  ,
29322,Cosmic Fantasy 4: Ginga Shounen Densetsu (Totsunyuuhen),PCE,94,Role-Playing,Nippon Telenet  ,Open Sesame  ,,,N/,N/,N/,N/,N/,10th Jun 94  ,
29323,Cosmic Fantasy Stories,SCD,92,Role-Playing,Riot  ,Riot  ,,,N/,N/,N/,N/,N/,27th Mar 92  ,
29324,Cosmic Fantasy Visual Shuu,PCE,93,Misc,Nippon Telenet  ,Laser Soft  ,,,N/,N/,N/,N/,N/,12th Feb 93  ,
29325,Cosmic Fantasy: Bouken Shounen Yuu,PCE,90,Role-Playing,Nippon Telenet  ,Laser Soft  ,,,N/,N/,N/,N/,N/,30th Mar 90  ,
29326,Cosmic Fighter,PC,,Action,Unknown  ,Bill Hogue and Jeff Konyu  ,,,N/,N/,N/,N/,N/,,
29327,Cosmic Smash,DC,01,Sports,Sega  ,Sega Rosso  ,,,N/,N/,N/,N/,N/,13th Sep 01  ,
29328,Cosmic Spacehead,GG,96,Action,Codemasters  ,Supersonic Software  ,,,N/,N/,N/,N/,N/,01st Jan 96  ,
29329,Cosmic Spacehead,MS,91,Adventure,Codemasters  ,Codemasters  ,,,N/,N/,N/,N/,N/,01st Jan 91  ,
29330,Cosmic Spacehead,GEN,93,Action,Codemasters  ,Codemasters  ,,,N/,N/,N/,N/,N/,01st Jan 93  ,
29331,Cosmic Swarm,2600,82,Action,"CommaVid, Inc.  ","CommaVid, Inc.  ",,,N/,N/,N/,N/,N/,01st Jan 82  ,
29332,Cosmic Walker,Wii,,Adventure,Unknown  ,GAIA  ,,,N/,N/,N/,N/,N/,,
29333,Cosmo Fighters,DSiW,10,Fighting,Abylight  ,Abylight  ,,,N/,N/,N/,N/,N/,20th Dec 10  ,
29334,Cosmo Gang: The Puzzle,SNES,93,Puzzle,Namco  ,Namco  ,,,N/,N/,N/,N/,N/,26th Feb 93  ,
29335,Cosmo Gang: The Puzzle,VC,08,Puzzle,Namco Bandai  ,Namco  ,,,N/,N/,N/,N/,N/,12th Feb 08  ,
