Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
39301,Mars: War Logs,PS3,13,Misc,Focus Home Interactive  ,Unknown  ,,,N/,N/,N/,N/,N/,13th Aug 13  ,
39302,Marshal - Stratego Game,DSi,13,Misc,EnjoyUp Games  ,Unknown  ,,,N/,N/,N/,N/,N/,02nd May 13  ,
39303,Marshal - Stratego Game,3DS,13,Misc,EnjoyUp Games  ,Unknown  ,,,N/,N/,N/,N/,N/,02nd May 13  ,
39304,Marshal Online - Stratego Game,3DS,12,Misc,Gamelion Studios  ,Unknown  ,,,N/,N/,N/,N/,N/,30th Aug 12  ,
39305,Marsupilami,GEN,95,Platform,Sega  ,Sega  ,,,N/,N/,N/,N/,N/,01st Jan 95  ,
39306,Mart Racer,WW,09,Racing,Joju Games  ,Joju Games  ,,,N/,N/,N/,N/,N/,14th Sep 09  ,
39307,Martha Stewart,3DS,,Misc,Unknown  ,Majesco Entertainment  ,,,N/,N/,N/,N/,N/,,
39308,Martial Arts: Capoeira Fighters,DS,,Fighting,Unknown  ,Twelve Interactive  ,,,N/,N/,N/,N/,N/,,
39309,Martial Arts: Capoeira Fighters,PC,70,Fighting,Unknown  ,Twelve Interactive  ,,,N/,N/,N/,N/,N/,01st Jan 70  ,
39310,Martial Arts: Capoeira Fighters,PS2,,Fighting,Unknown  ,Twelve Interactive  ,,,N/,N/,N/,N/,N/,,
39311,Martial Arts: Capoeira Fighters,PSP,,Fighting,Unknown  ,Twelve Interactive  ,,,N/,N/,N/,N/,N/,,
39312,Martial Empires: The Path of the Purgatory,PC,11,Role-Playing,gamigo  ,gamigo  ,,,N/,N/,N/,N/,N/,09th Nov 11  ,
39313,Martian Gothic: Unification,PC,00,Adventure,TalonSoft  ,Creative Reality  ,,,N/,N/,N/,N/,N/,30th Apr 00  ,
39314,Martian Memorandum,PC,91,Adventure,Access Software  ,"Access Software, Inc.  ",,,N/,N/,N/,N/,N/,01st Jan 91  ,
39315,Martin Mystery: Monster Hunter,DS,09,Action,Ubisoft  ,Ubisoft  ,,,N/,N/,N/,N/,N/,27th Mar 09  ,
39316,Maru Goukaku Shikaku Dasshu! Financial Planning Ginou Kentei Shiken 2-Kyuu 3-Kyuu,DS,10,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,24th Jun 10  ,
39317,Maru Goukaku Shikaku Dasshu! Gyouseishoshi Shiken,DS,10,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,10th Jun 10  ,
39318,Maru Goukaku Shikaku Dasshu! Hanbaishi Kentei Shiken 2-Kyuu - 3-Kyuu,DS,10,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,07th Oct 10  ,
39319,Maru Goukaku Shiraku Sashhu! IT Passport Shiken,DS,10,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,14th Jan 10  ,
39320,Maru Goukaku: Shikaku Dasshu! 2011-Nendohan - Gyouseishoshi Shiken,DS,11,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,07th Apr 11  ,
39321,Maru Goukaku: Shikaku Dasshu! 2011-Nendohan Financial Planner Ginou Kentei Shiken 2-Kyuu 3-Kyuu,DS,11,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,23rd Jun 11  ,
39322,Maru Goukaku: Shikaku Dasshu! 2011-Nendohan Jouhou Security Specialist Shiken - Network Specialist Shiken,DS,11,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,26th May 11  ,
39323,Maru Goukaku: Shikaku Dasshu! Care Manager Shiken,DS,10,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,21st Oct 10  ,
39324,Maru Goukaku: Shikaku Dasshu! Chuushoukigyou Shindanshi Shiken,DS,10,Misc,Media5  ,Media5  ,,,N/,N/,N/,N/,N/,02nd Sep 10  ,
