Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
4001,Tales of Destiny 2,PS2,02,Role-Playing,Namco  ,Telenet Japan / Wolteam  ,,,0.98,N/,N/,N/,N/,28th Nov 02  ,
4002,Madden NFL 10,PS2,09,Sports,EA Sports  ,EA Tiburon  ,,,N/,0.98,0.88,0.00,N/,14th Aug 09  ,
4003,Injustice: Gods Among Us Ultimate Edition,PS4,13,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,N/,0.98,0.46,0.35,N/,15th Nov 13  ,22nd Apr 18
4004,Fallout 3,PC,08,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,8.3  ,9.0  ,N/,0.98,0.02,0.88,N/,28th Oct 08  ,
4005,The Witcher 2: Assassins of Kings,PC,11,Role-Playing,Atari  ,CD Projekt Red Studio  ,8.7  ,8.8  ,N/,0.98,0.27,0.56,N/,17th May 11  ,
4006,Madden NFL 08,PS3,07,Sports,EA Sports  ,EA Tiburon  ,,,N/,0.97,0.89,0.01,N/,14th Aug 07  ,
4007,Vanquish,All,10,Shooter,Sega  ,PlatinumGames  ,,,0.97,N/,N/,N/,N/,19th Oct 10  ,13th Nov 20
4008,NCAA Football 06,XB,05,Sports,EA Sports  ,EA Tiburon  ,,,N/,0.97,0.73,0.21,N/,11th Jul 05  ,
4009,Ridge Racer,PSP,05,Racing,Namco  ,Namco  ,,8.8  ,0.97,N/,N/,N/,N/,22nd Mar 05  ,
4010,Enslaved: Odyssey to the West,All,10,Action-Adventure,Namco Bandai Games  ,Ninja Theory  ,,,0.97,N/,N/,N/,N/,05th Oct 10  ,19th Nov 20
4011,Fire Emblem: The Blazing Blade,GBA,03,Strategy,Nintendo  ,Intelligent Systems  ,,8.8  ,N/,0.97,0.49,0.18,0.29,03rd Nov 03  ,23rd Jul 21
4012,Dirge of Cerberus: Final Fantasy VII,PS2,06,Shooter,Square Enix  ,Square Enix  ,,5.8  ,N/,0.97,0.46,N/,0.51,15th Aug 06  ,
4013,Brutal Legend,X360,09,Action,Electronic Arts  ,Double Fine Productions  ,7.8  ,8.5  ,N/,0.97,0.62,0.26,N/,13th Oct 09  ,
4014,Dragon's Dogma: Dark Arisen,PC,16,Role-Playing,Capcom  ,Capcom  ,,,0.97,N/,N/,N/,N/,15th Jan 16  ,22nd Mar 19
4015,Band Hero,Wii,09,Misc,Activision  ,Vicarious Visions  ,,7.4  ,N/,0.97,0.59,0.29,N/,03rd Nov 09  ,
4016,EA Sports UFC 3,PS4,18,Sports,EA Sports  ,EA Vancouver  ,,,N/,0.97,0.40,0.41,0.01,02nd Feb 18  ,11th Feb 18
4017,NHL 2004,PS2,03,Sports,EA Sports  ,EA Black Box  ,,,N/,0.97,0.47,0.37,N/,22nd Sep 03  ,
4018,Grand Theft Auto: Vice City Stories,PS2,07,Action,Rockstar Games  ,Rockstar Leeds  ,,,N/,0.97,0.78,0.03,0.03,05th Mar 07  ,
4019,Cars,DS,06,Racing,THQ  ,Helixe  ,,,N/,0.97,0.85,0.05,N/,06th Jun 06  ,
4020,South Park: The Stick of Truth,PS3,14,Role-Playing,Ubisoft  ,Obsidian Entertainment  ,,,N/,0.97,0.44,0.36,N/,04th Mar 14  ,26th Jan 18
4021,FIFA Soccer 2005,XB,04,Sports,EA Sports  ,EA Canada  ,,,N/,0.97,0.33,0.60,N/,12th Oct 04  ,
4022,Skylanders: Spyro's Adventure,X360,11,Action,Activision  ,Toys for Bob  ,,,N/,0.97,0.53,0.34,N/,16th Oct 11  ,
4023,Grand Theft Auto: San Andreas,PC,05,Action,Rockstar Games  ,Rockstar North  ,,9.4  ,N/,0.97,0.00,0.93,N/,07th Jun 05  ,
4024,Donkey Kong Junior,2600,83,Platform,Coleco  ,Nintendo  ,,,N/,0.97,0.90,0.05,N/,01st Jan 83  ,
4025,LEGO Star Wars II: The Original Trilogy,GC,06,Action,LucasArts  ,Traveller's Tales  ,,8.4  ,N/,0.97,0.75,0.19,N/,12th Sep 06  ,
4026,Medal of Honor: Underground,PS,00,Shooter,Electronic Arts  ,DreamWorks Interactive  ,,,N/,0.97,0.54,0.37,N/,23rd Oct 00  ,
4027,Dark Cloud 2,PS2,03,Role-Playing,Sony Computer Entertainment  ,Level 5  ,,8.6  ,N/,0.96,0.38,0.25,0.26,17th Feb 03  ,
4028,Kingdoms of Amalur: Reckoning,PC,12,Role-Playing,Electronic Arts  ,38 Studios  ,,,0.96,N/,N/,N/,N/,07th Feb 12  ,23rd Nov 18
4029,Guitar Hero: Warriors of Rock,Wii,10,Misc,Activision  ,Vicarious Visions  ,,7.3  ,N/,0.96,0.47,0.41,N/,28th Sep 10  ,
4030,Jampack Summer '99,PS,99,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,N/,0.96,0.54,0.36,N/,01st Jun 99  ,
4031,Tom Clancy's Ghost Recon: Future Soldier,PS3,12,Shooter,Ubisoft  ,Ubisoft Paris  ,,,N/,0.96,0.41,0.33,0.09,22nd May 12  ,
4032,Dance Dance Revolution 2nd ReMIX,PS,99,Simulation,Konami  ,KCET  ,,,N/,0.96,N/,N/,0.90,26th Aug 99  ,
4033,LEGO Pirates of the Caribbean: The Video Game,PS3,11,Action,Disney Interactive Studios  ,Traveller's Tales  ,6.8  ,7.4  ,N/,0.96,0.36,0.44,N/,10th May 11  ,
4034,Sea of Thieves,XOne,18,Action-Adventure,Microsoft Studios  ,Rare Ltd.  ,,6.9  ,N/,0.96,0.60,0.27,N/,20th Mar 18  ,25th Sep 18
4035,Like a Dragon Gaiden: The Man Who Erased His Name,All,23,Action-Adventure,Sega  ,Sega  ,,,0.96,N/,N/,N/,N/,09th Nov 23  ,21st Jun 25
