Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Last_Update
49901,Terminator 2: Judgment Day - Chess Wars,PC,93,Strategy,Capstone Software  ,IntraCorp  ,,,N/,N/,N/,N/,N/,01st Jan 93  ,
49902,Terminator 3: War of the Machines,PC,03,Shooter,Atari  ,Clever's Development  ,,,N/,N/,N/,N/,N/,02nd Dec 03  ,
49903,Terminator Salvation(not announced),PSP,,Action,Unknown  ,GRIN  ,,,N/,N/,N/,N/,N/,,
49904,Terminus,PC,00,Simulation,Vatical Entertainment  ,Vicarious Visions  ,,,N/,N/,N/,N/,N/,26th Jun 00  ,
49905,Terra Battle,And,14,Role-Playing,Mistwalker  ,Mistwalker  ,,,N/,N/,N/,N/,N/,30th Sep 14  ,
49906,Terra Cresta,NES,90,Shooter,Victory Lap Games  ,Nihon Bussan  ,,,N/,N/,N/,N/,N/,01st Mar 90  ,
49907,Terra Cresta II: Mandler no Gyakushuu,PCE,92,Shooter,Nichibutsu  ,Nichibutsu  ,,,N/,N/,N/,N/,N/,27th Nov 92  ,
49908,Terra Phantastica,SAT,96,Strategy,Sega  ,Sega  ,,,N/,N/,N/,N/,N/,27th Dec 96  ,
49909,Terracon,PS,00,Platform,Sony Computer Entertainment  ,PictureHouse  ,,,N/,N/,N/,N/,N/,25th Aug 00  ,
49910,Terraria,And,13,Action-Adventure,505 Games  ,CodeGlue  ,,,N/,N/,N/,N/,N/,13th Sep 13  ,19th Mar 18
49911,Terrian Saga: KR-17,PC,14,Action,Digital Tribe Games  ,Unknown  ,,,N/,N/,N/,N/,N/,09th Jul 14  ,
49912,Terror of the Stratus,PSP,,Action,Unknown  ,Nude Maker  ,,,N/,N/,N/,N/,N/,,
49913,Terrors,WS,99,Adventure,Bandai  ,Bandai  ,,,N/,N/,N/,N/,N/,05th Aug 99  ,
49914,Terrors 2,WS,00,Adventure,Bandai  ,Bandai  ,,,N/,N/,N/,N/,N/,21st Dec 00  ,
49915,TerRover,PSN,10,Platform,Sony Online Entertainment  ,Creat Studios  ,,,N/,N/,N/,N/,N/,07th Sep 10  ,
49916,Terwilliger,XBL,09,Misc,Microsoft  ,domric  ,,,N/,N/,N/,N/,N/,14th Apr 09  ,
49917,Teslagrad,OSX,13,Platform,Rain Games  ,Rain Games  ,,,N/,N/,N/,N/,N/,13th Dec 13  ,22nd Apr 19
49918,Teslagrad,Linux,13,Platform,Rain Games  ,Rain Games  ,,,N/,N/,N/,N/,N/,13th Dec 13  ,22nd Apr 19
49919,Tesserae,GG,93,Puzzle,GameTek  ,Eurocom Entertainment Software  ,,,N/,N/,N/,N/,N/,01st Jan 93  ,
49920,Tesserae,GB,93,Puzzle,GameTek  ,Eurocom Entertainment Software  ,,,N/,N/,N/,N/,N/,01st Aug 93  ,
49921,Tesserae,PC,93,Puzzle,GameTek  ,Eurocom Entertainment Software  ,,,N/,N/,N/,N/,N/,01st Nov 93  ,
49922,Test Drive,PC,02,Racing,Atari  ,Pitbull Syndicate  ,,,N/,N/,N/,N/,N/,08th Dec 02  ,
49923,Test Drive 2001,GB,00,Racing,Infogrames  ,Xantera  ,,,N/,N/,N/,N/,N/,05th Dec 00  ,
49924,Test Drive 4,PC,97,Racing,Accolade  ,Pitbull Syndicate  ,,,N/,N/,N/,N/,N/,01st Jan 97  ,
49925,Test Drive 4x4,PS,99,Racing,Infogrames  ,Infogrames  ,,,N/,N/,N/,N/,N/,01st Jan 99  ,
49926,Test Drive 5,PC,98,Racing,Accolade  ,Pitbull Syndicate  ,,,N/,N/,N/,N/,N/,30th Nov 98  ,
49927,Test Drive 6,DC,99,Racing,Infogrames  ,Pitbull Syndicate  ,,4.8  ,N/,N/,N/,N/,N/,30th Nov 99  ,
49928,Test Drive 6,GB,99,Racing,Infogrames  ,Xantera  ,,,N/,N/,N/,N/,N/,16th Nov 99  ,
49929,Test Drive 6,PC,99,Racing,Atari  ,Pitbull Syndicate  ,,,N/,N/,N/,N/,N/,17th Nov 99  ,
49930,Test Drive Cycles,GB,00,Racing,Infogrames  ,Xantera  ,,,N/,N/,N/,N/,N/,01st Aug 00  ,
49931,Test Drive II: The Duel,GEN,92,Racing,Ballistic  ,Distinctive Software  ,,,N/,N/,N/,N/,N/,01st Jan 92  ,
49932,Test Drive Le Mans,DC,00,Racing,Infogrames  ,Melbourne House Pty Ltd.  ,,8.2  ,N/,N/,N/,N/,N/,13th Nov 00  ,
49933,Test Drive Le Mans,GB,00,Racing,Infogrames  ,Velez & Dubail  ,,,N/,N/,N/,N/,N/,01st Jun 00  ,
49934,Test Drive Off-Road 3,GB,99,Racing,Infogrames  ,Xantera  ,,,N/,N/,N/,N/,N/,01st Jan 99  ,
49935,Test Drive Unlimited,PS2,07,Racing,Atari  ,Melbourne House  ,,7.3  ,N/,N/,N/,N/,N/,20th Mar 07  ,
49936,Test Drive Unlimited,XBL,09,Racing,Atari  ,Eden Studios  ,,,N/,N/,N/,N/,N/,15th Dec 09  ,01st Oct 18
49937,Test Drive Unlimited 2: Casino Online,PC,,Racing,Unknown  ,Eden Studios  ,,,N/,N/,N/,N/,N/,,
49938,Test Drive Unlimited 2: Casino Online,PSN,,Racing,Unknown  ,Eden Studios  ,,,N/,N/,N/,N/,N/,,
49939,Test Drive Unlimited 2: Casino Online,XBL,,Racing,Unknown  ,Eden Studios  ,,,N/,N/,N/,N/,N/,,
49940,Test Drive V-Rally,DC,00,Racing,Atari  ,Eden Studios  ,,6.9  ,N/,N/,N/,N/,N/,02nd Jul 00  ,
49941,Test Drive: Off-Road,PC,97,Racing,Accolade  ,Elite Systems Ltd.  ,,,N/,N/,N/,N/,N/,01st Feb 97  ,
49942,Test Drive: Off-Road 2,PS,98,Racing,Accolade  ,Pitbull Syndicate  ,,,N/,N/,N/,N/,N/,30th Sep 98  ,
49943,Test Drive: Off-Road 3,PS,99,Racing,Infogrames  ,Accolade  ,,,N/,N/,N/,N/,N/,19th Oct 99  ,
